"movie","chapter","character","dialog"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Does anyone else hear that?"
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","I do. It's coming from the Veil."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","There are people in there!"
"Harry Potter and the Order of the Phoenix","","Ron Weasley","What do you mean, people?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Harry, I think we should leave."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Sirius...yeah..."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Alohomora!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Whatever's in there, the Ministry sure doesn't want anyone getting to it."
"Harry Potter and the Order of the Phoenix","","Harry Potter","This is it! Come on!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","This is it. This is where Sirius is!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","He's in here somewhere."
"Harry Potter and the Order of the Phoenix","","Hermione Granger","I don't think Sirius is here."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","Harry, have you seen this?"
"Harry Potter and the Order of the Phoenix","","Ron Weasley","Er...it's got your name on it."
"Harry Potter and the Order of the Phoenix","","Harry Potter","What's my name doing here?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Don't touch it, Harry!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Why not?"
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","Yeah, Harry, don't."
"Harry Potter and the Order of the Phoenix","","Harry Potter","It's got my name on it!"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","I warned you before that one day you would come to a sticky end, Potter."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Where's Sirius?"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","We don't have him, if that's what you mean. Harry is stunned."
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","The Dark Lord knows your weakness for heroics, Potter. All it took was a little nudge to get you here."
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","Now give me that prophesy."
"Harry Potter and the Order of the Phoenix","","Harry Potter","What prophesy?"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","That prophesy. Now hand it over or we'll have to use wands on you."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Go ahead."
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","Very brave of you, Potter. Or are you foolish?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Come and find out!"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","Really, Potter. You expect to defeat all of us with your little school friends? Now hand it over, and they won't have to die here."
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","I haven't escaped from Azkaban for this!"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","No! If the prophesy is smashed--"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Take the youngest girl. We'll see how committed Potter is as we torture her."
"Harry Potter and the Order of the Phoenix","","Harry Potter","You even try to take her and I'll smash this thing."
"Harry Potter and the Order of the Phoenix","","Harry Potter","So, what kind of prophesy are we talking about here?"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Surely you jest, Potter?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Not really. How come Voldemort wants it?"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","You dare to speak the Dark Lord's name?"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Silence! How dare you utter that name from your half—-blood mouth!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Hey, did you know Voldemort's a half-blood too?"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","Control yourself, Bellatrix!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","What's so special about this"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","You mean Dumbledore never told you the reason you bear that scar was hidden here?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","What?"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","So that's what took you so long. We wondered."
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","Only a person for whom the prophesy was made can remove it from its self, Potter, and the Dark Lord certainly couldn't get it himself."
"Harry Potter and the Order of the Phoenix","","Harry Potter","So he used me to do his dirty work, did he?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Now!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Stupify!"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","Stop them!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Colloportus!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Where'd the rest go?"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Harry, they went the wrong way!"
"Harry Potter and the Order of the Phoenix","","Death Eater","They might have gone on to the hall."
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Check under the desks."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Stupify!"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Avada-—"
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","Expelliarmus!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Stupify!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Ron!"
"Harry Potter and the Order of the Phoenix","","Death Eater","Impedimenta!"
"Harry Potter and the Order of the Phoenix","","Death Eater","We've got him!"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Silenco! Stupify!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Pretificus Totalus!"
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","Stupify!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Hermione!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Please don't be dead, please don't be dead... He shakes her."
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","What's they do to her?"
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","She's alive, Harry. There's a pulse."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Can we carry her?"
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","I'll do it. You're better at fighting."
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","Where do we go?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","I don't know..."
"Harry Potter and the Order of the Phoenix","","Harry Potter","What happened."
"Harry Potter and the Order of the Phoenix","","Ginny Weasley","I think my ankle's broken. And somebody hit Ron with a weird spell..."
"Harry Potter and the Order of the Phoenix","","Ron Weasley","Hiyya, Harry."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","They hit her with something too."
"Harry Potter and the Order of the Phoenix","","Harry Potter","We need to get out of here. Luna, can you help Ginny?"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","There they are!"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","Your race is run, Potter. Hand it over."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Let my friends go and I will."
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","You are not in a position to negotiate."
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","Don't do it, Harry! Don't!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Stop, Neville!"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Neville? Neville Longbottom?"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","My dear boy, I paid your parents a visit a long time ago. We had such a time!"
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","You put them in St. Mungos!"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","So, Potter. Give us the Prophesy or I'll see how long it takes to crack Longbottom like his parents."
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","Don't give it to them!"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Crucio!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Are you all right?"
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","Yeah..."
"Harry Potter and the Order of the Phoenix","","Death Eater","Give me the prophesy!"
"Harry Potter and the Order of the Phoenix","","Sirius Black","Get out of here, you two!"
"Harry Potter and the Order of the Phoenix","","Sirius Black","That will take you back out of the Department of Mysteries."
"Harry Potter and the Order of the Phoenix","","Harry Potter","You come with us!"
"Harry Potter and the Order of the Phoenix","","Sirius Black","You're the important one, now, Harry. I have to help the Order."
"Harry Potter and the Order of the Phoenix","","Sirius Black","I'll always be here for you, Harry. Now go!"
"Harry Potter and the Order of the Phoenix","","Sirius Black","Hello, cousin!"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","Potter!"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","We may have lost the prophesy, but I can still deliver you to the Dark Lord!"
"Harry Potter and the Order of the Phoenix","","Lucius Malfoy","Stupify!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Protego!"
"Harry Potter and the Order of the Phoenix","","Neville Longbottom","It's Dumbledore!"
"Harry Potter and the Order of the Phoenix","","Sirius Black","Is that the best you've got, cousin?"
"Harry Potter and the Order of the Phoenix","","Remus Lupin","Harry! HARRY!...he's gone...there's nothing you can do..."
"Harry Potter and the Order of the Phoenix","","Harry Potter","No...no...no...."
"Harry Potter and the Order of the Phoenix","","Remus Lupin","Harry, no!"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","You can't stop me, Potter!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","I'LL KILL you!!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Stupify!"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Come out, come out, Potter..."
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Well, well, have you come to avenge your dear Godfather?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Crucio!"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Crucio!"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Never used an Unforgivable Curse before, have you, Potter? You have to mean it, you have to want to cause the pain in your very soul..."
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Give me the prophesy!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Can't. It got smashed by accident!"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","You lie!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","How's Voldemort going to like that? You've failed him, and he's not very forgiving, is he?"
"Harry Potter and the Order of the Phoenix","","Bellatrix Lestrange","Forgive me, Master! I tried, I--"
"Harry Potter and the Order of the Phoenix","","Harry Potter","He can't hear you from here, you know!"
"Harry Potter and the Order of the Phoenix","","Voldemort","So, you smashed my prophesy..."
"Harry Potter and the Order of the Phoenix","","Voldemort","I grow tired of you continually thwarting my plans, Harry Potter!"
"Harry Potter and the Order of the Phoenix","","Voldemort","Avada Kadavra!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","You should not have come here tonight, Tom."
"Harry Potter and the Order of the Phoenix","","Voldemort","It is you who made that mistake, Dumbledore!"
"Harry Potter and the Order of the Phoenix","","Voldemort","Avada Kedavra!"
"Harry Potter and the Order of the Phoenix","","Voldemort","You do not seek to kill me, Dumbledore?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","There are other ways to destroy a man, Tom."
"Harry Potter and the Order of the Phoenix","","Voldemort","There is nothing worse than death!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","You are quite wrong, Tom, as you have always been."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Look out!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Professor!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Stay where you are, Harry!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Harry!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Are you all right, Harry?"
"Harry Potter and the Order of the Phoenix","","Percy Weasley","Minister, I saw him! You-Know-Who! He was right there!"
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","I know...I saw him too..."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","If you and your men will proceed to the Death Room, you will find several Death Eaters which I and some others have apprehended."
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","Seize him!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Minister, you have just seen You- Know-Who in the flesh only seconds ago! It is time to come to your senses!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","If you insist on trying to arrest me, I am perfectly willing demonstrate how useless such an attempt will be."
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","Dumbledore, what the blazes happened here?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","I will explain everything, Minister. Just as soon as I return Harry to school."
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","What's he doing here? And what's happened to him?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Minister, you will order the removal of Dolores Umbridge from my school."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","All Educational Decrees will be nullified and you will call off the search on Hagrid so he can return to work."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","I will return here later tonight, after I have seen to Harry. It should not take long. He taps the Golden centaur head."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Portus."
"Harry Potter and the Order of the Phoenix","","Cornelius Fudge","Dumbledore, I want some answers!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","The Second War has begun, Minister."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Thank you..."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Please sit, Harry."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","I understand how you feel, Harry--"
"Harry Potter and the Order of the Phoenix","","Harry Potter","No you don't!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","You forget that Sirius was my friend too. You are not the only person on this earth capable of feelings, Harry."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","There is no shame in feeling pain, Harry. It is your greatest strength..."
"Harry Potter and the Order of the Phoenix","","Harry Potter","You don't have a clue! You can't possibly know!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","What can't I know?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","This pain is part of being human, Harry..."
"Harry Potter and the Order of the Phoenix","","Harry Potter","I don't care! I don't care!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","You do care. You care so much you feel like you will bleed to death because of it."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Let me out."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","No."
"Harry Potter and the Order of the Phoenix","","Harry Potter","You can't keep me in here!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","I daresay I can. And if you actually do attack me with that wand, Harry, I'm afraid to say you will regret it."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","It is my fault Sirius died tonight."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Harry, I owe you this explanation, to show you the failings of an old man."
"Harry Potter and the Order of the Phoenix","","Harry Potter","I already know all this."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Haven't you wondered why I haven't spoken to you, even looked at you, for months?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Well, yeah, I did..."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Sirius told me you believed there was a snake inside of you. This was Voldemort attempting to manipulate you. To protect you from this, I had you study Occlumency."
"Harry Potter and the Order of the Phoenix","","Harry Potter","But Snape stopped giving me lessons."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Yes. I thought he could overcome his feelings towards your father, but I was wrong. Some wounds cut too deep to be healed."
"Harry Potter and the Order of the Phoenix","","Harry Potter","He barely taught me, though. I always felt more open to it after the lessons. Like he was trying to open me to Voldemort—-"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","I would trust Severus Snape with my life, Harry. You have never recovered from your mistrust of him in your first year."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Sirius didn't trust him. Didn't believe he'd really turned to our side..."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Again, some wounds run too deep to be healed, Harry. Severus and Sirius never liked each other at school. This has never changed."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","During your Occulumency lessons, Professor Snape discovered that you were dreaming about the door in the Department of Mysteries."
"Harry Potter and the Order of the Phoenix","","Harry Potter","I've been dreaming about that all year, before Voldemort discovered the connection."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Yes. Voldemort has been obsessed with hearing that prophesy since he returned. Because of your scar, what he was obsessed with, you were obsessed with, in the form of dreams."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Once he discovered the connection, Voldemort had little difficulty in manipulating you into thinking he had captured Sirius."
"Harry Potter and the Order of the Phoenix","","Harry Potter","But I checked Grimmauld Place! Kreacher said--"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Kreacher lied. He wanted you to go to the Department of Mysteries."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Why?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Kreacher has been serving two masters for some months now."
"Harry Potter and the Order of the Phoenix","","Harry Potter","What?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Wait, where was Sirius when I tried to contact him?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Ah. Apparently Kreacher had injured Buckbeak to distract him in case you tried to contact Headquarters."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Sirius was tending to the wounds when you called."
"Harry Potter and the Order of the Phoenix","","Harry Potter","And Hermione said we should be nice to Kreacher!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","She was quite right, Harry. Kreacher is what wizards have made him. He is to be pitied, not hated."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Sirius hated him."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","He didn't hate Kreacher himself. Kreacher was a reminder to Sirius of the home he had always hated."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Yeah, he really hated that place. And you kept him locked up in there!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","I was trying to save his life!"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","I also knew that Voldemort would return one day. I played to his weakness. There is an ancient magic which Voldemort has always underestimated."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","This magic is what your mother gave you when she died. That protection would only work, however, if you were cared for by a blood relative. Your Aunt, Petunia."
"Harry Potter and the Order of the Phoenix","","Harry Potter","She never loved me."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Perhaps not. But she took you in, however grudgingly. As long as you can call your Aunt's house your home, you are protected."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","And now we come to the moment of terrible truth, the moment I have dreaded for fifteen years. The moment when I must lay another burden atop your already straining shoulders."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Do you remember your first year here? When you lay in the hospital wing fresh from your confrontation with Voldemort?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Do you remember what you asked me that night?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","I asked you why Voldemort tried to kill me."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","You have no idea the pain it causes me to tell it to you, even now. But unfortunately, I must."
"Harry Potter and the Order of the Phoenix","","Harry Potter","I don't understand, Professor."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Professor, why am I so important to"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","An excellent question, Harry. The answer lies in the prophesy."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Sir, it got smashed."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","That was not the only place the Prophesy is preserved."
"Harry Potter and the Order of the Phoenix","","Sybill Trelawney","""The One with the power to vanquish the Dark Lord approaches....Born to"
"Harry Potter and the Order of the Phoenix","","Harry Potter","I'm not sure I understand all that, sir..."
"Harry Potter and the Order of the Phoenix","","Harry Potter","And...it means me?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Interestingly, there were two boys whom the prophesy could have been referring to. You and Neville Longbottom."
"Harry Potter and the Order of the Phoenix","","Harry Potter","So it's not necessarily me, sir?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","What if he chose wrong?"
"Harry Potter and the Order of the Phoenix","","Harry Potter","Why didn't he wait? Why attack when we were babies?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Voldemort had an informant listening to my meeting with Professor Trelawney. Fortunately he was discovered before he could hear the entire prophesy. Voldemort had to act immediately, he didn't know the rest of the prophesy. All he knew was that he had to destroy the child who would grow to be a threat to his power."
"Harry Potter and the Order of the Phoenix","","Harry Potter","But I don't have any special powers."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","There is a room in the Department of Mysteries which is kept locked at all times. It contains a force so wonderful and yet terrible that it is greater than death itself. It is that power which you have incredible amounts of and of which Voldemort has none."
"Harry Potter and the Order of the Phoenix","","Harry Potter","What is it, sir?"
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","There is only the end of the prophesy which we haven't addressed. It states ""neither can live while the other survives."""
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","It is the final burden which I must place on you, Harry."
"Harry Potter and the Order of the Phoenix","","Harry Potter","One of us has to kill the other...in the end."
"Harry Potter and the Order of the Phoenix","","Albus Dumbledore","Yes."
"Harry Potter and the Order of the Phoenix","","Nearly Headless Nick","Hello, Harry."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Hey, Nick."
"Harry Potter and the Order of the Phoenix","","Nearly Headless Nick","I--Well, Madam Pomfrey asked me to tell you that Hermione and Ron are out of the hospital wing."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Oh. Thanks."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Nick, I was wondering about something?"
"Harry Potter and the Order of the Phoenix","","Nearly Headless Nick","I've been expecting this..."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Expecting what?"
"Harry Potter and the Order of the Phoenix","","Nearly Headless Nick","A lot of people come to me when they've lost loved ones."
"Harry Potter and the Order of the Phoenix","","Harry Potter","I expect so..."
"Harry Potter and the Order of the Phoenix","","Nearly Headless Nick","He's not coming back, Harry."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Why?"
"Harry Potter and the Order of the Phoenix","","Nearly Headless Nick","I'm sorry I couldn't be of more"
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Harry!"
"Harry Potter and the Order of the Phoenix","","Harry Potter","How are you?"
"Harry Potter and the Order of the Phoenix","","Ron Weasley","Good as new, mate."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Better."
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Come on, let's go in to the feast."
"Harry Potter and the Order of the Phoenix","","Harry Potter","I've got something to tell you. Something important."
"Harry Potter and the Order of the Phoenix","","Harry Potter","But not right now. I'm not ready."
"Harry Potter and the Order of the Phoenix","","Hermione Granger","Take your time, Harry. We'll be here when you are."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","Hello, Harry."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","It's the last night and I need to pack."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","Oh, people take my things and hide them."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","I don't think they like me much. Some of them call me ""Loony"" Lovegood."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Do you need any help looking?"
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","Oh no. It all turns up in the end."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","Sirius Black. Hermione said he was your Godfather."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Yeah."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","My mother. I was nine."
"Harry Potter and the Order of the Phoenix","","Harry Potter","I'm sorry."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","It's okay. It's not like I'll never see her again."
"Harry Potter and the Order of the Phoenix","","Harry Potter","Isn't it?"
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","Don't tell me you didn't hear them. The voices beyond the Veil?"
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","They were just out of sight, that's all."
"Harry Potter and the Order of the Phoenix","","Luna Lovegood","Of course."
